masks,images
Human-Segmentation-Dataset-master/Ground_Truth/62.png,Human-Segmentation-Dataset-master/Training_Images/62.jpg
Human-Segmentation-Dataset-master/Ground_Truth/63.png,Human-Segmentation-Dataset-master/Training_Images/63.jpg
Human-Segmentation-Dataset-master/Ground_Truth/64.png,Human-Segmentation-Dataset-master/Training_Images/64.jpg
Human-Segmentation-Dataset-master/Ground_Truth/65.png,Human-Segmentation-Dataset-master/Training_Images/65.jpg
Human-Segmentation-Dataset-master/Ground_Truth/66.png,Human-Segmentation-Dataset-master/Training_Images/66.jpg
Human-Segmentation-Dataset-master/Ground_Truth/67.png,Human-Segmentation-Dataset-master/Training_Images/67.jpg
Human-Segmentation-Dataset-master/Ground_Truth/68.png,Human-Segmentation-Dataset-master/Training_Images/68.jpg
Human-Segmentation-Dataset-master/Ground_Truth/69.png,Human-Segmentation-Dataset-master/Training_Images/69.jpg
Human-Segmentation-Dataset-master/Ground_Truth/7.png,Human-Segmentation-Dataset-master/Training_Images/7.jpg
Human-Segmentation-Dataset-master/Ground_Truth/70.png,Human-Segmentation-Dataset-master/Training_Images/70.jpg
Human-Segmentation-Dataset-master/Ground_Truth/71.png,Human-Segmentation-Dataset-master/Training_Images/71.jpg
Human-Segmentation-Dataset-master/Ground_Truth/72.png,Human-Segmentation-Dataset-master/Training_Images/72.jpg
Human-Segmentation-Dataset-master/Ground_Truth/73.png,Human-Segmentation-Dataset-master/Training_Images/73.jpg
Human-Segmentation-Dataset-master/Ground_Truth/74.png,Human-Segmentation-Dataset-master/Training_Images/74.jpg
Human-Segmentation-Dataset-master/Ground_Truth/75.png,Human-Segmentation-Dataset-master/Training_Images/75.jpg
Human-Segmentation-Dataset-master/Ground_Truth/76.png,Human-Segmentation-Dataset-master/Training_Images/76.jpg
Human-Segmentation-Dataset-master/Ground_Truth/77.png,Human-Segmentation-Dataset-master/Training_Images/77.jpg
Human-Segmentation-Dataset-master/Ground_Truth/78.png,Human-Segmentation-Dataset-master/Training_Images/78.jpg
Human-Segmentation-Dataset-master/Ground_Truth/79.png,Human-Segmentation-Dataset-master/Training_Images/79.jpg
Human-Segmentation-Dataset-master/Ground_Truth/8.png,Human-Segmentation-Dataset-master/Training_Images/8.jpg
Human-Segmentation-Dataset-master/Ground_Truth/80.png,Human-Segmentation-Dataset-master/Training_Images/80.jpg
Human-Segmentation-Dataset-master/Ground_Truth/81.png,Human-Segmentation-Dataset-master/Training_Images/81.jpg
Human-Segmentation-Dataset-master/Ground_Truth/82.png,Human-Segmentation-Dataset-master/Training_Images/82.jpg
Human-Segmentation-Dataset-master/Ground_Truth/83.png,Human-Segmentation-Dataset-master/Training_Images/83.jpg
Human-Segmentation-Dataset-master/Ground_Truth/84.png,Human-Segmentation-Dataset-master/Training_Images/84.jpg
Human-Segmentation-Dataset-master/Ground_Truth/85.png,Human-Segmentation-Dataset-master/Training_Images/85.jpg
Human-Segmentation-Dataset-master/Ground_Truth/86.png,Human-Segmentation-Dataset-master/Training_Images/86.jpg
Human-Segmentation-Dataset-master/Ground_Truth/87.png,Human-Segmentation-Dataset-master/Training_Images/87.jpg
Human-Segmentation-Dataset-master/Ground_Truth/88.png,Human-Segmentation-Dataset-master/Training_Images/88.jpg
Human-Segmentation-Dataset-master/Ground_Truth/89.png,Human-Segmentation-Dataset-master/Training_Images/89.jpg
Human-Segmentation-Dataset-master/Ground_Truth/9.png,Human-Segmentation-Dataset-master/Training_Images/9.jpg
Human-Segmentation-Dataset-master/Ground_Truth/90.png,Human-Segmentation-Dataset-master/Training_Images/90.jpg
Human-Segmentation-Dataset-master/Ground_Truth/91.png,Human-Segmentation-Dataset-master/Training_Images/91.jpg
Human-Segmentation-Dataset-master/Ground_Truth/92.png,Human-Segmentation-Dataset-master/Training_Images/92.jpg
Human-Segmentation-Dataset-master/Ground_Truth/93.png,Human-Segmentation-Dataset-master/Training_Images/93.jpg
Human-Segmentation-Dataset-master/Ground_Truth/94.png,Human-Segmentation-Dataset-master/Training_Images/94.jpg
Human-Segmentation-Dataset-master/Ground_Truth/95.png,Human-Segmentation-Dataset-master/Training_Images/95.jpg
Human-Segmentation-Dataset-master/Ground_Truth/96.png,Human-Segmentation-Dataset-master/Training_Images/96.jpg
Human-Segmentation-Dataset-master/Ground_Truth/97.png,Human-Segmentation-Dataset-master/Training_Images/97.jpg
Human-Segmentation-Dataset-master/Ground_Truth/98.png,Human-Segmentation-Dataset-master/Training_Images/98.jpg
Human-Segmentation-Dataset-master/Ground_Truth/99.png,Human-Segmentation-Dataset-master/Training_Images/99.jpg
