product_id,product_name,category,price,review_score,review_count,sales_month_1,sales_month_2,sales_month_3,sales_month_4,sales_month_5,sales_month_6,sales_month_7,sales_month_8,sales_month_9,sales_month_10,sales_month_11,sales_month_12
304,Product_304,Electronics,320.53,3.2,41,939,594,945,967,847,27,180,289,280,567,516,742
305,Product_305,Books,364.42,3.8,307,148,802,613,199,441,681,465,873,986,798,761,645
306,Product_306,Books,488.05,4.5,943,539,963,932,809,502,335,433,402,616,981,674,625
307,Product_307,Toys,260.57,3.9,338,487,68,492,857,129,587,463,57,901,804,502,498
308,Product_308,Health,164.86,4.2,314,821,128,191,751,131,627,680,520,886,686,713,138
309,Product_309,Books,398.62,2.4,75,437,195,498,626,596,68,913,303,161,858,466,636
310,Product_310,Health,139.06,4.3,953,64,139,821,25,934,865,533,114,190,881,100,715
311,Product_311,Home & Kitchen,222.29,1.3,279,355,443,711,918,481,745,65,209,8,973,582,572
312,Product_312,Health,43.84,4.6,176,532,282,232,298,861,512,20,40,59,639,941,761
313,Product_313,Toys,17.55,3.2,896,251,311,944,76,389,166,611,815,892,430,674,809
314,Product_314,Sports,481.51,4.3,662,234,745,226,923,592,863,383,172,816,889,684,524
315,Product_315,Sports,418.81,2.8,273,226,534,370,136,998,729,811,233,224,324,140,907
316,Product_316,Health,349.51,3.6,837,524,664,138,19,984,784,614,792,818,441,137,254
317,Product_317,Sports,207.43,3.1,620,312,276,855,439,324,367,558,883,699,803,577,84
318,Product_318,Sports,90.78,3.9,651,48,60,816,210,68,250,38,589,581,287,709,457
319,Product_319,Clothing,82.44,1.3,862,117,318,148,751,659,858,284,619,804,225,839,531
320,Product_320,Home & Kitchen,128.87,1.2,783,53,889,114,550,447,855,821,792,286,63,227,561
321,Product_321,Toys,276.87,2,859,649,51,449,434,527,930,601,402,993,966,280,675
322,Product_322,Toys,358.72,1.6,931,564,855,62,779,818,685,596,38,168,937,683,91
323,Product_323,Sports,331.8,4.5,289,43,152,103,206,616,169,784,118,61,559,827,599
324,Product_324,Electronics,143.57,1.9,724,814,748,850,990,164,757,335,334,348,713,430,68
325,Product_325,Toys,477.66,4.9,893,52,310,870,438,487,934,187,335,441,497,39,36
326,Product_326,Home & Kitchen,370.26,2.3,272,585,813,667,973,712,89,670,538,13,848,518,764
327,Product_327,Books,279.41,1.7,930,557,543,272,778,708,560,242,615,163,925,685,763
328,Product_328,Home & Kitchen,307.8,4.2,66,524,566,5,665,425,445,72,73,419,916,662,139
329,Product_329,Sports,212.7,3.6,483,676,863,146,41,696,293,478,190,756,59,210,866
330,Product_330,Sports,127.63,3,936,101,388,183,410,833,918,973,323,846,396,301,892
331,Product_331,Clothing,181.21,3.2,248,791,547,997,522,264,149,560,146,519,256,85,679
332,Product_332,Health,380.13,3.9,156,769,621,27,805,874,131,100,766,665,576,396,565
333,Product_333,Toys,12.12,1.9,47,981,176,961,609,611,432,513,283,547,238,252,897
334,Product_334,Health,62.46,5,935,848,361,549,426,341,58,755,212,559,800,532,177
335,Product_335,Health,27.77,4.9,454,867,313,118,274,831,968,175,634,596,37,768,808
336,Product_336,Toys,25.16,3.6,201,397,806,292,447,725,835,237,717,27,24,890,812
337,Product_337,Toys,428.45,1.8,660,137,847,370,901,277,198,909,928,707,409,914,870
338,Product_338,Sports,353.31,3.7,124,674,96,243,941,673,214,58,751,445,460,380,617
339,Product_339,Toys,239.72,1.3,1,920,880,579,883,438,897,864,393,207,570,443,136
340,Product_340,Electronics,53.43,1.1,968,386,212,725,741,156,560,98,338,469,987,32,189
341,Product_341,Electronics,248.35,2,759,110,828,217,368,421,471,953,797,715,416,259,639
342,Product_342,Books,239.37,2.9,855,613,136,176,937,250,743,870,21,975,356,233,341
343,Product_343,Toys,90.73,4.5,640,16,5,298,219,877,246,953,770,818,382,514,558
344,Product_344,Clothing,219.76,3.9,191,779,108,675,576,608,381,494,868,103,808,858,4
345,Product_345,Books,202.26,4,579,181,546,57,866,529,990,946,104,741,157,307,971
346,Product_346,Sports,309.85,2.7,516,883,38,268,231,326,238,979,465,425,568,1000,256
347,Product_347,Toys,319.37,2.4,442,535,661,307,327,960,926,513,458,100,432,738,811
348,Product_348,Electronics,27.43,2.5,921,540,424,569,442,894,366,754,431,540,47,795,661
349,Product_349,Clothing,190.43,5,815,170,629,287,51,96,167,296,769,638,327,69,805
350,Product_350,Books,314.8,1.2,806,408,260,976,885,512,559,210,715,849,432,453,242
351,Product_351,Clothing,254.05,4.5,143,739,425,104,942,215,50,122,821,521,430,438,786
352,Product_352,Toys,428.96,3.3,191,377,86,227,375,131,810,228,773,105,55,824,719
353,Product_353,Home & Kitchen,331.05,2.8,533,187,464,246,262,259,609,593,618,678,576,363,414
354,Product_354,Clothing,85.65,3.9,227,857,75,699,266,124,950,655,762,977,267,982,626
355,Product_355,Clothing,39.93,2.9,313,229,470,493,358,81,727,387,935,768,68,765,706
356,Product_356,Sports,323,4.5,629,832,975,82,316,282,688,139,220,806,727,480,342
357,Product_357,Electronics,18.12,4.6,949,851,962,185,323,682,379,540,378,276,901,143,681
358,Product_358,Toys,294.96,2.7,302,118,413,251,920,58,473,390,221,64,600,23,378
359,Product_359,Clothing,470.41,2.1,654,155,824,354,907,543,79,269,257,782,448,964,593
360,Product_360,Toys,289.86,3.4,996,783,894,749,665,160,696,758,712,899,792,424,665
361,Product_361,Electronics,197.14,4.6,460,686,725,871,869,283,366,11,366,187,256,745,652
362,Product_362,Sports,323.43,1.8,401,464,456,695,877,105,460,866,769,316,671,844,825
363,Product_363,Toys,231.84,3.5,551,103,284,795,651,104,910,388,348,915,489,174,145
364,Product_364,Health,275.08,3.5,393,603,238,896,938,438,538,336,224,137,745,843,322
365,Product_365,Electronics,471.03,3.9,867,697,676,937,562,227,451,505,713,342,642,324,121
366,Product_366,Electronics,196.12,1.5,764,971,598,209,628,699,463,105,737,104,48,868,251
367,Product_367,Books,480.79,3.9,845,794,652,815,420,581,959,31,235,545,658,670,854
368,Product_368,Sports,453.15,4.6,207,501,671,807,45,317,477,73,182,379,315,859,898
369,Product_369,Sports,101.92,1.7,210,692,557,608,820,463,925,170,711,109,412,347,310
370,Product_370,Health,39.33,2,115,681,371,446,599,801,419,848,868,943,433,797,600
371,Product_371,Toys,54.89,4.9,737,698,494,459,719,598,706,68,757,544,1,17,474
372,Product_372,Home & Kitchen,14.02,1.7,646,174,623,967,888,881,213,812,443,353,840,43,569
373,Product_373,Health,51.75,4.4,251,733,918,471,268,873,368,361,864,742,951,154,491
374,Product_374,Books,343.09,3,219,744,44,719,600,471,853,648,622,316,144,866,574
375,Product_375,Sports,40.24,2,407,673,400,369,380,55,113,432,5,265,955,921,346
376,Product_376,Electronics,162.89,4.5,443,420,246,899,117,624,753,928,235,693,365,376,819
377,Product_377,Sports,423.21,2.8,603,133,615,933,565,12,502,995,126,851,419,742,486
378,Product_378,Health,16.52,3.1,354,390,596,491,952,439,635,99,103,64,572,882,472
379,Product_379,Home & Kitchen,408.16,2.4,888,991,449,922,115,17,816,657,748,332,784,827,381
380,Product_380,Clothing,144.52,3.4,558,735,484,136,629,693,587,8,914,512,560,401,279
381,Product_381,Clothing,63.49,1.7,550,500,645,366,259,972,310,573,479,132,843,224,71
382,Product_382,Sports,349.88,2.6,142,664,619,911,74,112,468,696,154,591,443,216,520
383,Product_383,Sports,316.33,4.9,612,32,17,183,479,228,823,28,256,782,915,567,365
384,Product_384,Books,439.35,2,501,54,605,587,304,170,707,892,234,752,433,30,932
385,Product_385,Sports,368.86,3.6,840,953,661,286,6,294,862,113,499,539,642,868,93
386,Product_386,Home & Kitchen,402.72,2.3,702,518,757,471,365,188,43,461,288,734,554,58,372
387,Product_387,Sports,144.61,4.1,547,755,288,374,633,425,414,920,509,534,56,891,338
388,Product_388,Toys,92.83,1.5,659,824,413,653,522,976,697,142,551,495,561,897,436
389,Product_389,Health,376.55,4.9,542,637,720,748,347,78,854,389,799,620,963,352,335
390,Product_390,Home & Kitchen,404.38,2.8,846,11,637,536,437,657,245,631,708,618,976,934,663
391,Product_391,Books,495.3,1.9,507,527,234,510,1000,918,948,681,784,656,177,444,491
392,Product_392,Toys,209.25,1.3,596,719,415,801,214,181,83,156,893,368,292,234,916
393,Product_393,Toys,189.15,1.7,881,554,937,578,428,498,206,334,775,865,45,106,867
394,Product_394,Health,389.32,3.1,281,372,498,249,790,797,150,860,568,908,169,190,39
395,Product_395,Clothing,173.7,2.3,424,483,973,919,497,761,667,259,297,909,270,991,358
396,Product_396,Home & Kitchen,465.72,4.3,856,972,633,509,539,865,527,81,609,650,416,529,573
397,Product_397,Health,429.91,2.7,270,646,649,629,746,825,164,753,136,795,847,912,253
398,Product_398,Toys,217.35,2,154,227,114,72,366,707,916,440,375,809,138,737,965
399,Product_399,Books,376.68,3.5,614,622,931,281,312,834,974,944,86,991,246,678,580
400,Product_400,Health,378.5,3.8,727,306,673,915,537,70,144,171,418,98,147,582,397
401,Product_401,Clothing,56.05,1.7,662,456,712,959,920,247,36,230,753,316,229,873,756
402,Product_402,Toys,451.76,1.7,944,159,233,359,53,145,332,719,198,122,791,565,876
403,Product_403,Health,255.1,1.1,83,330,539,9,540,617,402,74,462,319,636,244,169
404,Product_404,Home & Kitchen,414.1,3.9,622,775,10,210,466,774,413,269,436,798,703,994,689
405,Product_405,Clothing,163.42,3.7,947,224,205,834,864,295,44,898,309,592,373,861,700
406,Product_406,Home & Kitchen,448.28,2.9,899,982,678,151,163,581,401,625,595,494,79,75,510
407,Product_407,Home & Kitchen,197.65,4.4,426,728,246,4,781,469,205,61,753,456,605,546,259
408,Product_408,Home & Kitchen,10.36,4.2,275,503,558,194,333,505,61,873,280,521,737,266,583
409,Product_409,Health,453.16,3.3,713,455,757,953,546,192,419,319,322,519,64,316,983
410,Product_410,Clothing,50.19,4.5,284,44,126,282,797,67,867,101,763,916,87,811,458
411,Product_411,Health,163.06,1.8,980,213,146,463,347,493,467,428,701,716,87,120,528
412,Product_412,Health,475.28,1.4,173,58,117,112,272,816,819,873,950,314,712,835,881
413,Product_413,Health,475.55,2.1,327,643,910,270,962,51,18,721,941,945,725,24,340
414,Product_414,Toys,288.85,1.2,718,615,381,162,719,881,364,953,151,708,203,431,56
415,Product_415,Sports,317.76,3.1,63,194,411,459,749,362,299,254,993,709,912,159,217
416,Product_416,Electronics,226.98,4.7,73,924,663,104,413,796,6,531,301,541,381,595,618
417,Product_417,Toys,150.14,1.2,763,488,583,692,499,916,760,569,277,478,600,113,815
418,Product_418,Clothing,167.69,1.5,636,156,362,555,92,473,427,111,650,912,475,734,939
419,Product_419,Electronics,337.9,2.8,375,609,508,281,684,845,116,984,687,970,572,899,684
420,Product_420,Electronics,377.43,4.7,633,225,136,686,78,520,579,312,7,19,782,501,730
421,Product_421,Electronics,396.83,2.3,508,411,174,161,621,762,506,997,806,559,605,165,463
422,Product_422,Sports,395.86,3,787,204,288,982,216,430,545,460,234,968,818,702,246
423,Product_423,Health,50.15,1.2,943,78,957,350,946,843,705,707,674,129,538,174,729
424,Product_424,Books,249.74,1.6,398,123,480,433,357,297,324,886,560,292,213,0,372
425,Product_425,Clothing,33.49,4.9,120,470,18,851,617,434,54,461,301,896,73,898,416
426,Product_426,Sports,277.02,4.9,934,939,194,139,506,695,777,864,37,131,60,740,30
427,Product_427,Sports,223.56,1,437,217,329,470,558,690,991,91,135,355,697,85,367
428,Product_428,Books,444.41,4.8,829,515,935,131,180,197,41,51,821,53,542,573,558
429,Product_429,Electronics,178.7,3.6,676,601,174,86,575,127,296,804,420,889,218,319,645
430,Product_430,Health,62.95,4.5,936,103,448,687,245,531,972,519,218,792,11,400,107
431,Product_431,Books,75.78,2.8,465,392,924,182,243,983,230,811,347,386,813,381,583
432,Product_432,Books,381.95,3.1,286,630,945,367,505,410,452,97,807,264,414,717,838
433,Product_433,Sports,311.02,3,265,644,353,128,421,933,889,235,545,981,31,616,417
434,Product_434,Clothing,55.06,3.7,320,823,498,245,319,839,393,900,863,214,159,317,619
435,Product_435,Home & Kitchen,46.63,1.6,673,607,140,600,86,64,521,373,78,459,1000,802,820
436,Product_436,Health,351.98,1.1,376,979,757,577,216,693,357,580,747,457,236,249,397
437,Product_437,Books,41.02,2.2,820,433,896,669,489,240,986,926,894,801,738,524,271
438,Product_438,Health,411.82,3.8,89,330,929,898,518,368,443,556,272,42,180,674,682
439,Product_439,Books,354.59,1.8,654,142,92,377,277,535,127,648,160,585,828,554,115
440,Product_440,Electronics,45.27,3.7,203,799,943,148,848,383,690,233,686,861,557,897,840
441,Product_441,Health,46.99,4.9,821,539,238,984,721,430,404,31,877,277,340,951,585
442,Product_442,Electronics,493.39,1.4,739,277,204,851,168,966,391,288,307,837,457,622,255
443,Product_443,Sports,190.26,3.7,955,232,559,432,329,82,192,637,373,753,79,716,80
444,Product_444,Electronics,188.47,2.8,334,528,432,627,649,981,603,578,975,129,646,895,779
445,Product_445,Health,407.34,4.5,222,570,244,725,440,830,880,541,732,349,771,255,127
446,Product_446,Toys,473.89,1.7,41,89,831,468,390,696,742,113,8,705,986,306,837
447,Product_447,Health,493.07,3.8,708,491,316,445,495,950,77,203,800,543,819,949,914
448,Product_448,Books,377.92,4.4,68,198,924,480,380,827,84,28,443,105,758,143,234
449,Product_449,Electronics,191.25,4.8,988,361,294,883,305,610,29,642,112,911,472,657,552
450,Product_450,Clothing,46.33,3.7,776,440,639,293,741,573,724,473,988,715,670,390,180
451,Product_451,Toys,389.69,3,514,25,855,764,986,285,48,696,204,0,714,812,156
452,Product_452,Sports,281.41,3.5,873,24,281,142,819,988,776,252,404,756,111,675,453
453,Product_453,Home & Kitchen,214.99,4.5,637,393,16,249,672,533,144,797,697,583,979,168,570
454,Product_454,Books,453.65,3.3,622,506,70,877,512,458,68,904,852,431,291,989,856
455,Product_455,Books,60.04,1.1,598,300,268,947,747,211,57,921,196,305,949,297,760
456,Product_456,Clothing,248.85,4.7,937,338,324,974,948,125,696,385,777,908,821,232,703
457,Product_457,Home & Kitchen,10.62,3.8,632,266,793,301,187,412,573,61,773,526,630,902,23
458,Product_458,Home & Kitchen,236.99,3.7,127,460,304,24,929,498,478,514,759,52,382,270,472
459,Product_459,Sports,32.87,1.9,255,692,450,788,515,424,819,429,114,939,16,59,399
460,Product_460,Sports,63.81,3.6,695,455,6,983,912,553,444,579,120,519,492,295,947
461,Product_461,Toys,63.18,2.6,16,359,313,888,643,609,295,536,652,329,330,466,591
462,Product_462,Books,326.36,3.6,477,67,816,889,426,960,677,690,64,557,925,234,133
463,Product_463,Electronics,374.29,1.4,62,862,102,900,501,542,170,140,275,324,738,676,420
464,Product_464,Sports,293.77,3.6,881,411,820,69,729,157,574,742,824,113,872,705,212
465,Product_465,Clothing,481.28,5,432,970,192,624,259,111,146,299,238,146,485,233,899
466,Product_466,Clothing,190.56,1.2,670,490,752,874,512,401,483,674,301,165,405,367,481
467,Product_467,Clothing,146.43,4.9,268,832,573,111,70,758,305,310,391,378,116,694,347
468,Product_468,Health,434.96,2.6,35,48,528,363,477,121,672,470,521,138,554,844,165
469,Product_469,Sports,115.68,4.5,779,686,170,302,177,272,652,392,968,628,879,231,936
470,Product_470,Sports,481.8,4.1,576,563,536,470,456,293,845,641,368,298,114,872,347
471,Product_471,Clothing,11.02,3.3,494,101,250,963,188,397,608,444,232,275,794,490,848
472,Product_472,Sports,485.09,4,562,215,764,90,290,470,445,757,194,915,548,618,397
473,Product_473,Health,26.36,4.5,469,437,386,529,519,984,220,808,906,788,813,502,582
474,Product_474,Electronics,446.12,2.6,767,699,206,660,764,206,554,171,11,849,624,889,725
475,Product_475,Electronics,266.21,2.3,661,568,540,987,919,109,944,575,905,824,546,734,434
476,Product_476,Toys,496.52,3.7,325,558,628,738,978,439,803,30,920,177,643,591,576
477,Product_477,Books,41.53,4.2,304,158,415,725,291,277,377,46,688,841,335,745,220
478,Product_478,Electronics,279.16,4,276,488,793,871,945,962,619,129,176,353,335,380,307
479,Product_479,Toys,484.8,4.2,869,685,379,662,755,567,265,351,216,153,980,695,990
480,Product_480,Home & Kitchen,263.93,2.7,963,241,143,191,634,886,94,977,10,925,921,427,797
481,Product_481,Books,316.55,4.3,684,793,24,962,810,914,261,844,445,200,888,696,696
482,Product_482,Electronics,349.4,1.5,929,752,821,551,282,568,824,621,629,877,739,645,718
483,Product_483,Health,230,3.2,201,881,667,241,543,939,896,580,163,114,146,731,465
484,Product_484,Home & Kitchen,315.64,1,445,4,72,137,845,481,70,57,550,670,121,799,98
485,Product_485,Toys,294.24,2.3,905,595,631,344,376,802,953,105,52,553,80,363,241
486,Product_486,Electronics,451.07,2.5,324,819,823,179,657,113,218,811,217,758,684,201,157
487,Product_487,Electronics,27.5,2.6,35,360,832,711,155,892,532,329,717,67,665,881,609
488,Product_488,Sports,144.08,3.8,977,458,92,502,507,896,91,767,998,444,661,145,553
489,Product_489,Home & Kitchen,475.45,2.6,482,247,504,202,412,819,126,823,823,444,374,835,650
490,Product_490,Electronics,445.68,2.8,728,565,597,572,527,852,79,682,359,325,569,638,794
491,Product_491,Clothing,230.55,2,480,672,335,191,354,476,823,382,384,845,62,456,919
492,Product_492,Health,311.97,2.5,65,945,424,4,558,709,237,984,55,707,503,134,226
493,Product_493,Sports,142.3,1.9,8,421,498,889,762,932,982,161,117,601,667,625,422
494,Product_494,Sports,98.12,1.3,301,922,363,236,186,320,371,996,899,622,448,263,71
495,Product_495,Electronics,234.53,3.4,343,737,946,692,30,178,915,285,252,879,427,63,242
496,Product_496,Health,179.91,3.7,431,14,629,310,259,896,485,70,797,358,867,490,529
497,Product_497,Sports,293.91,3.5,424,735,744,548,420,218,693,766,779,144,426,646,588
498,Product_498,Books,43.48,2.9,332,572,198,55,528,788,24,453,802,274,420,40,44
499,Product_499,Home & Kitchen,487.33,2.5,438,121,717,442,550,948,155,885,844,508,321,295,471
500,Product_500,Books,493.17,4.5,588,276,412,236,303,527,516,566,179,178,912,2,370
501,Product_501,Toys,350.59,3.1,174,557,338,869,941,491,631,834,414,752,679,912,854
502,Product_502,Books,270.37,2.9,559,452,658,860,985,890,788,396,869,837,165,705,651
503,Product_503,Health,158.22,1.1,527,389,961,196,943,60,529,514,234,830,596,974,688
504,Product_504,Clothing,407.83,2.4,873,293,936,584,38,53,942,25,854,476,956,109,733
505,Product_505,Sports,343.94,2.5,659,573,428,570,488,679,709,312,707,842,648,220,926
506,Product_506,Health,85.5,2.6,26,597,782,751,643,537,56,125,819,975,460,369,91
507,Product_507,Sports,455.91,3.3,820,445,898,513,541,847,604,407,79,413,458,367,21
508,Product_508,Clothing,412.16,3.1,605,209,138,448,669,987,18,564,646,152,188,435,171
509,Product_509,Sports,475.15,3.4,406,589,692,359,277,64,383,197,21,103,463,917,603
510,Product_510,Books,364.23,4.1,232,713,941,699,202,611,864,810,476,74,911,3,191
511,Product_511,Toys,308.64,4.3,533,301,541,818,65,585,192,187,842,127,378,243,76
512,Product_512,Electronics,212.03,3.9,819,908,56,29,107,703,236,697,439,710,1,901,280
513,Product_513,Clothing,466.7,4.8,550,222,231,778,267,170,386,816,736,665,617,165,363
514,Product_514,Books,433.7,1.1,788,733,657,987,221,272,425,809,569,567,363,25,178
515,Product_515,Health,27.38,1.8,505,2,434,107,803,888,276,715,92,789,71,394,237
516,Product_516,Books,18.05,1,669,989,383,843,529,698,226,483,191,344,426,473,134
517,Product_517,Books,191.35,3.6,179,517,559,934,89,534,744,449,102,530,637,16,876
518,Product_518,Electronics,406.22,4.6,132,92,193,601,692,390,551,522,395,158,169,727,901
519,Product_519,Home & Kitchen,493.7,2,823,519,735,716,254,939,322,870,6,537,204,91,279
520,Product_520,Sports,79.46,4.7,455,427,647,890,454,692,152,353,639,425,824,482,18
521,Product_521,Sports,299.09,1.2,348,492,533,967,252,326,638,985,566,680,336,542,594
522,Product_522,Health,193.54,4.7,540,234,517,958,256,107,236,657,230,995,998,204,739
523,Product_523,Toys,485.11,2.4,772,619,715,959,382,846,997,596,873,22,471,501,370
524,Product_524,Health,421.85,1.4,406,160,750,444,441,161,54,99,573,46,194,930,776
525,Product_525,Home & Kitchen,419.97,2.9,76,720,184,892,857,813,979,615,239,524,669,399,111
526,Product_526,Sports,237,2,941,751,871,437,598,451,435,947,89,728,652,206,762
527,Product_527,Toys,210.34,2.1,579,330,291,731,89,205,683,557,231,833,274,618,675
528,Product_528,Health,140.34,2.2,854,332,334,889,748,589,108,555,456,705,6,145,869
529,Product_529,Toys,32.91,4.2,492,49,731,605,389,15,865,277,232,143,904,878,679
530,Product_530,Books,433.04,3.2,194,522,115,456,581,326,980,692,353,584,978,100,220
531,Product_531,Clothing,407.39,2.2,984,862,824,614,43,607,183,698,332,667,565,879,919
532,Product_532,Books,499.86,3.4,162,667,48,734,711,658,950,989,438,588,615,829,303
533,Product_533,Electronics,498.34,3.9,347,491,684,697,663,1,367,625,374,418,853,879,702
534,Product_534,Sports,279.94,2.1,951,581,81,980,597,9,982,490,291,680,849,240,324
535,Product_535,Toys,385.65,2.7,361,680,833,695,18,433,197,254,344,972,572,1000,436
536,Product_536,Health,472.66,1.5,769,271,332,494,100,124,370,380,663,798,598,922,437
537,Product_537,Clothing,425.58,1.7,584,579,556,673,913,80,372,891,427,84,769,758,169
538,Product_538,Health,127.44,3.7,87,866,334,246,606,484,972,541,656,415,177,162,374
539,Product_539,Sports,228.02,1.7,934,251,531,542,765,651,496,263,129,693,241,883,556
540,Product_540,Toys,68.93,3.1,262,559,959,563,356,837,598,609,140,481,202,172,380
541,Product_541,Toys,477.26,3.8,214,695,220,856,541,149,200,824,414,455,542,501,985
542,Product_542,Books,305.06,1.4,665,831,634,587,760,799,848,878,92,826,800,546,13
543,Product_543,Clothing,118.18,3.3,722,698,745,896,937,872,508,328,625,296,461,283,742
544,Product_544,Clothing,337.49,2,913,89,732,438,32,339,321,114,283,111,79,358,668
545,Product_545,Sports,310.97,4.9,573,445,322,277,969,128,274,275,955,961,522,380,499
546,Product_546,Toys,182.29,2.9,780,331,850,551,228,437,210,487,922,229,416,869,645
547,Product_547,Clothing,61.21,4.2,262,138,2,612,523,750,503,280,654,95,765,904,390
548,Product_548,Clothing,337.43,3.2,730,356,693,110,629,500,902,274,222,949,383,971,548
549,Product_549,Health,262.55,1.2,283,600,205,384,861,57,117,772,743,679,390,910,564
550,Product_550,Sports,387.3,3.5,648,273,831,832,154,197,702,842,462,377,895,532,529
551,Product_551,Books,262.48,4.8,467,18,39,760,422,210,553,718,544,155,798,819,982
552,Product_552,Health,426.83,3.4,380,982,58,190,904,913,41,895,275,420,687,162,491
553,Product_553,Health,278.19,4.3,362,310,950,489,245,901,314,327,681,104,125,608,549
554,Product_554,Home & Kitchen,282.66,4.5,449,869,573,693,404,44,787,210,139,704,493,306,698
555,Product_555,Electronics,438.94,1.9,441,885,643,425,843,96,328,726,356,1000,46,338,384
556,Product_556,Home & Kitchen,204.72,1.8,93,977,506,404,758,278,16,922,712,329,717,54,195
557,Product_557,Clothing,71.34,3.4,621,153,571,334,540,534,282,551,22,438,475,982,754
558,Product_558,Toys,19.25,2.6,753,389,883,208,160,409,942,991,967,131,948,332,299
559,Product_559,Electronics,378.79,4.4,867,259,842,21,746,460,257,25,735,866,618,126,814
560,Product_560,Electronics,312.05,4.6,424,619,121,677,701,390,574,26,879,381,463,939,546
561,Product_561,Toys,353.52,2.4,142,882,478,610,116,846,573,701,269,137,786,704,726
562,Product_562,Electronics,110.42,1.9,291,796,618,207,270,43,611,82,858,942,848,242,730
563,Product_563,Toys,72.5,4.1,432,570,95,7,769,26,18,895,664,842,122,860,827
564,Product_564,Electronics,12.2,2.1,749,124,858,701,691,793,528,945,332,269,473,599,601
565,Product_565,Health,178.54,4.3,852,353,413,686,486,96,836,681,84,549,133,847,307
566,Product_566,Sports,297.01,2.7,824,272,234,784,884,974,422,412,620,395,618,408,251
567,Product_567,Sports,199.16,3.7,689,618,897,528,171,547,465,166,30,556,816,502,7
568,Product_568,Home & Kitchen,221.55,1.4,653,810,61,601,949,620,372,699,740,912,840,726,767
569,Product_569,Health,452.56,3.5,701,244,255,652,273,566,757,168,239,463,561,603,874
570,Product_570,Electronics,177.39,2.8,998,847,560,656,258,703,762,800,889,674,848,302,207
571,Product_571,Books,259.42,3.3,49,449,904,165,134,218,966,978,362,449,606,463,936
572,Product_572,Toys,392.91,1.7,302,929,347,848,682,184,80,228,821,330,779,234,130
573,Product_573,Health,201.29,3.9,881,246,670,495,721,68,550,978,388,252,22,695,735
574,Product_574,Electronics,312.93,4.5,190,519,123,589,747,828,547,608,652,680,565,37,708
575,Product_575,Sports,431.87,1.9,136,140,481,428,421,129,423,366,667,962,885,138,979
576,Product_576,Sports,475.01,1.4,555,361,316,773,420,566,428,527,298,284,765,194,653
577,Product_577,Toys,77.8,1.1,404,7,503,162,185,889,387,790,856,273,964,526,763
578,Product_578,Books,463.66,3.6,892,477,718,365,928,608,997,646,370,19,234,768,607
579,Product_579,Electronics,248.6,3.4,865,351,47,525,363,847,920,537,98,238,995,646,25
580,Product_580,Electronics,132.83,3.2,602,995,408,238,954,598,708,863,46,269,58,0,622
581,Product_581,Books,232.27,1.9,807,494,931,71,606,805,669,523,998,417,163,560,453
582,Product_582,Books,490.12,2.6,341,605,135,444,377,630,203,71,838,944,770,95,634
583,Product_583,Books,248.85,3.4,757,832,200,654,522,719,195,644,421,309,825,712,185
584,Product_584,Sports,167.73,3,945,426,249,821,579,333,727,105,479,30,215,412,483
585,Product_585,Toys,318.53,5,704,38,313,508,890,924,284,731,578,825,182,537,679
586,Product_586,Health,123.87,1.5,318,592,868,794,721,153,968,884,61,103,568,854,50
587,Product_587,Books,42.55,3.8,618,186,367,268,195,546,195,964,108,681,656,428,890
588,Product_588,Toys,68.8,2.6,363,595,428,752,880,78,306,688,678,185,934,234,4
589,Product_589,Home & Kitchen,68.38,2.7,822,599,829,414,97,578,663,281,548,127,89,348,588
590,Product_590,Electronics,80.19,3.9,382,753,806,244,604,854,13,132,118,209,963,755,159
591,Product_591,Electronics,73.72,3.8,233,853,479,674,983,412,836,533,597,413,310,869,207
592,Product_592,Clothing,322.23,5,777,92,313,59,21,545,145,974,381,280,556,480,256
593,Product_593,Home & Kitchen,95.03,1.5,344,85,499,5,449,608,937,268,391,958,971,838,204
594,Product_594,Health,176.11,1.4,549,43,720,708,171,168,56,411,976,252,256,395,766
595,Product_595,Books,448.91,3.9,817,136,354,981,382,680,722,672,51,18,532,350,949
596,Product_596,Books,239.61,3.3,553,420,484,569,133,662,779,618,602,711,978,415,10
597,Product_597,Health,335.44,2.1,529,73,210,816,425,582,209,790,288,731,532,885,948
598,Product_598,Sports,90.3,1.3,856,547,703,406,24,514,528,864,336,135,51,915,7
599,Product_599,Home & Kitchen,100.18,1.3,789,612,43,216,502,313,797,746,809,222,337,886,408
600,Product_600,Books,25.23,4.6,819,987,540,929,184,31,343,17,203,2,170,50,935
601,Product_601,Clothing,88.62,1.8,571,511,570,25,84,286,714,753,879,962,947,80,31
602,Product_602,Toys,142.9,2.3,935,155,582,814,566,593,610,116,237,235,66,35,983
603,Product_603,Electronics,92.62,1.9,183,937,91,4,762,42,278,797,381,853,624,66,539
604,Product_604,Home & Kitchen,48.91,2.4,41,254,264,985,143,902,208,793,666,464,299,640,717
605,Product_605,Electronics,64.71,1.3,551,170,894,531,862,616,640,143,751,227,671,881,386
606,Product_606,Toys,233.09,3.1,397,980,219,389,909,0,334,716,135,912,777,666,227
607,Product_607,Home & Kitchen,107.14,1.3,704,727,901,709,678,572,287,550,406,653,831,756,639
608,Product_608,Toys,185.31,4.2,779,169,924,570,411,269,251,928,507,498,231,622,766
609,Product_609,Books,254.19,1.9,494,763,441,447,223,179,264,665,361,520,974,679,474
